english;french;italian;japanese;portuguese;russian;spanish;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
oblique;oblique;obliquo;斜めの;oblíquo;косой;oblicuo;0;0;0;0;0;0;0;0
obliterate;effacer;cancellare;抹消する;obliterar;уничтожать;obliterar;1;0;0;1;0;1;0;0
obliterated;oblitéré;obliterato;抹消された;obliterado;стирается;borrado;1;0;0;1;0;0;0;0
obliteration;oblitération;obliterazione;閉塞;obliteração;облитерация;obliteración;0;0;0;1;0;1;0;0
oblivion;oubli;oblio;忘却;esquecimento;забвение;olvido;1;0;0;1;0;0;0;0
oblivious;inconscient;ignaro;忘れる;desatento;забывающий;inconsciente de;0;0;0;0;0;0;0;0
oblong;oblong;oblungo;長方形;oblongo;продолговатый;oblongo;0;0;0;0;0;0;0;0
obnoxious;odieux;odioso;嫌な;obnóxio;противный;desagradable;1;0;1;0;0;1;0;0
oboe;hautbois;oboe;オーボエ;oboé;гобой;oboe;0;0;0;0;0;0;0;0
obscene;obscène;osceno;猥褻;obsceno;непристойный;obsceno;0;0;1;0;0;0;0;0
obscenity;obscénité;oscenità;猥褻;obscenidade;непристойность;obscenidad;1;0;1;0;0;0;0;0
obscure;obscur;oscuro;あいまいな;obscurecer;безвестный;oscuro;0;0;0;0;0;0;0;0
obscured;obscurci;oscurato;不明瞭;obscurecido;затемняется;oscurecido;0;0;0;0;0;0;0;0
obscurity;obscurité;oscurità;あいまい;obscuridade;неясность;oscuridad;0;0;0;0;0;0;0;0
observance;observance;osservanza;遵守;observância;соблюдение;observancia;0;0;0;0;0;0;0;0
observant;observateur;attento;注意深い;atento;соблюдающий;observante;0;0;0;0;0;0;0;0
observation;observation;osservazione;観察;observação;наблюдение;observación;0;0;0;0;0;0;0;0
observatory;observatoire;osservatorio;展望台;observatório;обсерватория;observatorio;0;0;0;0;0;0;0;0
observe;observer;osservare;観察する;observar;наблюдать;observar;0;0;0;0;0;0;0;0
observer;observateur;osservatore;観察者;observador;наблюдатель;observador;0;0;0;0;0;0;0;0
observing;observer;osservando;観察する;observando;наблюдения;observando;0;0;0;0;0;0;0;0
obsession;obsession;ossessione;強迫観念;obsessão;навязчивая идея;obsesión;0;0;0;0;0;0;0;0
obsolescence;obsolescence;obsolescenza;陳腐化;obsolescência;устаревание;obsolescencia;0;0;0;0;0;0;0;0
obstacle;obstacle;ostacolo;障害;obstáculo;препятствие;obstáculo;1;0;0;1;0;1;0;0
obstetrician;obstétricien;ostetrico;産科医;obstetra;акушер;obstetra;0;0;0;0;0;0;0;1
obstetrics;obstétrique;ostetricia;産科;obstetrícia;акушерство;obstetricia;0;0;0;0;0;0;0;0
obstinate;obstiné;ostinato;頑固な;obstinado;упрямый;obstinado;0;0;0;0;0;0;0;0
obstruct;obstruer;ostacolare;妨害する;obstruir;препятствовать;obstruir;1;0;0;1;0;0;0;0
obstruction;obstruction;ostruzione;妨害;obstrução;непроходимость;obstrucción;0;0;0;0;0;0;0;0
obstructive;obstructif;ostruttivo;閉塞性の;obstrutivo;обструктивный;obstructivo;1;0;0;0;0;0;0;0
obtain;obtenir;ottenere;入手します;obtivermos;получать;obtener;0;0;0;0;0;0;0;0
obtainable;disponible;ottenibile;入手可能な;obtido;доступный;asequible;0;0;0;0;1;0;0;0
obtuse;obtus;ottuso;鈍い;obtuso;тупой;obtuso;0;0;0;0;0;0;0;0
obverse;face;diritto;表面;anverso;лицевой;anverso;0;0;0;0;0;0;0;0
obvious;évident;evidente;明らか;óbvio;очевидный;obvio;0;0;0;0;0;0;0;1
ocarina;ocarina;ocarina;オカリナ;ocarina;окарина;ocarina;0;0;0;0;0;0;0;0
occasion;occasion;occasione;機会;ocasião;повод;ocasión;0;0;0;0;0;0;0;0
occasional;occasionnel;occasionale;時折;ocasional;случайный;ocasional;0;0;0;0;0;0;1;0
occasionally;parfois;di tanto in tanto;時折;ocasionalmente;время от времени;de vez en cuando;0;0;0;0;0;0;0;0
occlusion;occlusion;occlusione;閉塞;oclusão;окклюзия;oclusión;0;0;0;0;0;0;0;0
occult;occulte;occulto;オカルト;oculto;оккультный;oculto;0;0;1;1;0;0;0;0
occupancy;occupation;occupazione;占有率;ocupação;размещение;ocupación;0;0;0;0;0;0;0;0
occupant;occupant;occupante;占有者;ocupante;обитатель;ocupante;0;0;0;0;0;0;0;1
occupation;Occupation;occupazione;職業;ocupação;занятие;ocupación;0;0;0;0;0;0;0;0
occupied;occupé;occupato;占領された;ocupado;занятый;ocupado;0;0;0;0;0;0;0;0
occupier;occupant;occupante;占有者;ocupante;оккупант;inquilino;0;0;0;0;0;0;0;0
occupy;occuper;occupare;占める;ocupar;оккупировать;ocupar;0;0;0;0;0;0;0;0
occupying;occupant;occupante;占領している;ocupando;занимающий;ocupando;0;0;0;0;0;0;0;0
occur;se produire;si verificano;発生する;ocorrer;происходить;ocurrir;0;0;0;0;0;0;0;0
occurrence;occurrence;evento;発生;ocorrência;вхождение;ocurrencia;0;0;0;0;0;0;0;0
ocean;océan;oceano;海洋;oceano;океан;Oceano;0;0;0;0;0;0;0;0
oceanic;océanique;oceanico;海洋の;oceânico;океанический;oceánico;0;0;0;0;0;0;0;0
octagon;octogone;Ottagono;オクタゴン;octógono;восьмиугольник;octágono;0;0;0;0;0;0;0;0
octave;octave;ottava;オクターブ;oitava;октава;octava;0;0;0;0;0;0;0;0
octopus;poulpe;polpo;たこ;polvo;осьминог;pulpo;0;0;1;0;0;0;0;0
ocular;oculaire;oculare;眼の;ocular;окуляр;ocular;0;0;0;0;0;0;0;0
oddity;singularité;stranezza;奇妙;estranheza;странность;rareza;0;0;1;0;0;1;1;0
odds;chances;probabilità;オッズ;probabilidades;шансы;posibilidades;0;0;0;0;0;0;0;0
ode;ode;ode;オード;ode;ода;oda;0;0;0;0;0;0;0;0
odious;odieux;odioso;不愉快な;odioso;одиозный;odioso;1;0;1;1;0;0;0;0
odometer;odomètre;odometro;オドメーター;odômetro;одометр;cuentakilómetros;0;0;0;0;0;0;0;0
odor;odeur;odore;臭い;odor;запах;olor;0;0;0;0;0;0;0;0
oestrogen;oestrogène;estrogeni;エストロゲン;estrogênio;эстроген;estrógeno;0;0;0;0;0;0;0;0
oeuvre;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
offal;déchets;frattaglie;臓物;miudezas;потроха;menudencias;0;0;0;0;0;0;0;0
offend;offenser;offendere;怒る;ofender;обижать;ofender;1;0;1;0;0;0;0;0
offended;offensé;offeso;怒る;ofendido;обижаться;ofendido;1;0;0;0;0;1;0;0
offender;délinquant;colpevole;違反者;ofensor;правонарушитель;delincuente;1;0;1;1;0;1;0;0
offense;infraction;offesa;犯罪;ofensa;преступление;ofensa;1;0;1;1;0;1;0;0
offensive;offensive;offensivo;攻撃;ofensiva;наступление;ofensiva;1;0;1;0;0;0;0;0
offer;offre;offrire;提供;oferta;предлагает;oferta;0;0;0;0;0;0;0;0
offered;offert;offerta;提供された;oferecido;предложенный;Ofrecido;0;0;0;0;0;0;0;0
offering;offre;offerta;募集;oferta;предложение;ofrecimiento;0;0;0;0;0;0;0;1
offhand;désinvolte;estemporaneo;手放す;de improviso;экспромтом;de improviso;0;0;0;0;0;0;0;0
office;Bureau;ufficio;事務所;escritório;офис;oficina;0;0;0;0;0;0;0;0
officer;officier;ufficiale;役員;oficial;сотрудник;oficial;0;0;0;0;0;0;0;1
offices;des bureaux;uffici;オフィス;escritórios;офисы;oficinas;0;0;0;0;0;0;0;0
official;officiel;ufficiale;公式;oficial;официальный;oficial;0;0;0;0;0;0;0;1
officiate;officier;officiare;公務員;oficiar;исполнять обязанности;oficiar;0;0;0;0;0;0;0;0
offing;offing;imminente;オフ;offing;взморье;lontananza;0;0;0;0;0;0;0;0
offload;décharger;scaricare;オフロード;desembarcar;разгружать;descargar;0;0;0;0;0;0;0;0
offset;décalage;compensare;オフセット;offset;смещение;compensar;0;1;0;0;0;0;0;0
offshoot;ramification;propaggine;オフショー;ramo;ответвление;vástago;0;0;0;0;0;0;0;0
offside;hors-jeu;fuori gioco;オフサイド;fora de casa;положение вне игры;fuera de juego;0;0;0;0;0;0;0;0
oft;maintes fois;spesso;oft;de;часто;a menudo;0;0;0;0;0;0;0;0
oftentimes;souvent;sovente;しばしば;muitas vezes;часто;a menudo;0;0;0;0;0;0;0;0
ogre;ogre;orco;鬼;ogro;великан-людоед;ogro;0;0;1;1;0;0;0;0
oil;pétrole;olio;油;óleo;масло;petróleo;0;0;0;0;0;0;0;0
oils;huiles;oli;油;óleos;масла;aceites;0;0;0;0;0;0;0;0
ointment;pommade;unguento;軟膏;pomada;мазь;ungüento;0;0;0;0;0;0;0;0
older;plus âgée;più vecchio;より古い;Mais velho;старшая;mayor;0;0;0;0;0;1;0;0
olfactory;olfactif;olfattivo;嗅覚;olfativo;обонятельный;olfativo;0;1;0;0;0;0;0;0
oligarchy;oligarchie;oligarchia;寡頭制;oligarquia;олигархия;oligarquía;0;0;0;0;0;0;0;0
olive;olive;oliva;オリーブ;Oliva;оливковый;aceituna;0;0;0;0;0;0;0;0
omega;oméga;omega;オメガ;ómega;омега;omega;0;0;0;0;0;0;0;0
omelet;omelette;frittata;オムレツ;omelete;омлет;tortilla;0;0;0;0;0;0;0;0
omen;présage;presagio;前兆;presságio;примета;presagio;0;1;0;1;0;0;0;0
ominous;de mauvais augure;infausto;不吉;sinistro;угрожающий;ominoso;0;1;0;1;0;0;0;0
omission;omission;omissione;省略;omissão;упущение;omisión;0;0;0;0;0;0;0;0
omit;omettre;omettere;省略する;omitir;пропускать;omitir;0;0;0;0;0;0;0;0
omitted;omis;omessa;省略された;omitido;опущено;omitido;0;0;0;0;0;0;0;0
omnibus;omnibus;autobus;オムニバス;omnibus;омнибус;general;0;0;0;0;0;0;0;0
omnipotence;omnipotence;onnipotenza;全能性;onipotência;всемогущество;omnipotencia;0;0;0;1;0;0;0;0
omnipotent;omnipotent;onnipotente;全能;onipotente;всемогущий;omnipotente;0;0;0;0;0;0;0;0
omnipresent;omniprésent;onnipresente;遍在する;onipresente;вездесущий;omnipresente;0;0;0;0;0;0;0;0
omniscient;omniscient;onnisciente;全員;onisciente;всеведущий;omnisciente;0;0;0;0;0;0;0;1
oncologist;oncologiste;oncologo;腫瘍医;oncologista;онколог;oncólogo;0;0;0;0;0;0;0;0
oneness;unité;unità;単一性;unidade;исключительность;unidad;0;0;0;0;0;0;0;0
onerous;lourd;oneroso;不利な;oneroso;обременительный;oneroso;1;0;0;0;0;1;0;0
oneself;soi-même;se stesso;自分;a si mesmo;себя;uno mismo;0;0;0;0;0;0;0;0
ongoing;en cours;in corso;進行中の;em progresso;постоянный;en marcha;0;1;0;0;0;0;0;0
onion;oignon;cipolla;玉ねぎ;cebola;лук;cebolla;0;0;0;0;0;0;0;0
onset;début;inizio;開始;início;начало;comienzo;0;1;0;0;0;0;0;0
onslaught;assaut;assalto furioso;猛攻撃;ataque;натиск;embate;0;0;0;0;0;0;0;0
ontology;ontologie;ontologia;オントロジー;ontologia;онтология;ontología;0;0;0;0;0;0;0;0
onus;fardeau;onus;責任;ônus;ответственность;carga;0;0;0;0;0;0;0;0
onward;en avant;in avanti;後で;em diante;далее;adelante;0;0;0;0;0;0;0;0
onyx;onyx;onice;オニキス;ônix;оникс;ónix;0;0;0;0;0;0;0;0
ooze;suinter;melma;泡立つ;escorrer;тина;rezumar;0;0;1;0;0;0;0;0
oozing;suintant;stillicidio;滲む;escorrendo;сочащийся;rezumando;0;0;0;0;0;0;0;0
opacity;opacité;opacità;不透明度;opacidade;помутнение;opacidad;0;0;0;0;0;0;0;0
opal;opale;opale;オパール;opala;опал;ópalo;0;0;0;0;0;0;0;0
opaque;opaque;opaco;不透明;opaco;непрозрачный;opaco;0;0;0;0;0;0;0;0
ope;ope;ope;オペ;ope;ОПЕ;aire libre;0;0;0;0;0;0;0;0
open;ouvrir;Aperto;開いた;aberto;открытый;abierto;0;0;0;0;0;0;0;0
opener;ouvreur;opener;オープナー;abridor;открывашка;abrelatas;0;0;0;0;0;0;0;0
opening;ouverture;apertura;開ける;abertura;открытие;apertura;0;0;0;0;0;0;0;0
openly;ouvertement;apertamente;公然と;abertamente;открыто;abiertamente;0;0;0;0;0;0;0;0
openness;ouverture;apertura;開放性;abertura;открытость;franqueza;0;0;0;0;0;0;0;0
opera;opéra;musica lirica;オペラ;ópera;опера;ópera;1;1;0;1;1;1;1;1
operatic;opératique;lirico;オペラ;ópera;оперный;operístico;0;0;0;0;0;0;0;0
operation;opération;operazione;操作;Operação;операция;operación;0;0;0;1;0;0;0;1
operations;opérations;operazioni;オペレーション;operações;операции;operaciones;0;0;0;0;0;0;0;0
operative;opératoire;operativo;手術;operativo;оперативный;operatorio;0;0;0;0;0;0;0;0
operator;opérateur;operatore;オペレーター;operador;оператор;operador;0;0;0;0;0;0;0;0
ophthalmic;ophtalmique;oftalmico;眼科;oftálmico;глазной;oftálmico;0;0;0;0;0;0;0;0
ophthalmologist;ophtalmologiste;oculista;眼科医;oftalmologista;офтальмолог;oftalmólogo;0;0;0;0;0;0;0;0
opiate;opiacé;narcotico;アヘン剤;opiáceo;опиат;opiáceo;0;0;0;0;0;0;0;0
opinion;opinion;opinione;意見;opinião;мнение;opinión;0;0;0;0;0;0;0;0
opinionated;dogmatique;supponente;賛美された;opinativo;упрямый;dogmático;1;0;0;0;0;0;0;0
opium;opium;oppio;アヘン;ópio;опиум;opio;1;0;1;1;0;1;0;0
opponent;adversaire;avversario;相手;oponente;противник;adversario;1;1;1;1;0;0;0;0
opportune;opportun;opportuno;機会;oportuno;уместный;oportuno;0;0;0;0;1;0;0;0
opportunism;opportunisme;opportunismo;機会主義;oportunismo;оппортунизм;oportunismo;0;0;0;0;0;0;0;0
opportunity;opportunité;opportunità;機会;oportunidade;возможность;oportunidad;0;1;0;0;0;0;0;0
oppose;s'opposer;opporsi;反対する;opor;оппонировать;oponerse a;0;0;0;0;0;0;0;0
opposed;opposé;contrario;反対;opôs-se;против;opuesto;1;0;0;1;0;0;0;0
opposing;opposé;opposto;反対;opondo;сопротивление;oponiéndose;0;0;0;0;0;0;0;0
opposite;contraire;di fronte;反対の;oposto;напротив;opuesto;0;0;0;0;0;0;0;0
opposites;opposés;gli opposti;反対の;opostos;противоположности;opuestos;0;0;0;0;0;0;0;0
opposition;opposition;opposizione;反対;oposição;оппозиция;oposición;1;0;0;0;0;0;0;0
oppress;opprimer;opprimere;抑圧する;oprimir;угнетать;oprimir;1;0;1;1;0;1;0;0
oppression;oppression;oppressione;抑圧;opressão;угнетение;opresión;1;0;1;1;0;1;0;0
oppressive;oppressif;opprimente;抑圧的な;opressivo;гнетущий;opresivo;1;0;1;1;0;1;0;0
oppressor;oppresseur;oppressore;抑圧者;opressor;угнетатель;opresor;1;0;0;1;0;1;0;0
optic;optique;ottico;視覚;ótico;оптический;óptico;0;0;0;0;0;0;0;0
optical;optique;ottico;光学的;óptico;оптический;óptico;0;0;0;0;0;0;0;0
optics;optique;ottica;光学;óptica;оптика;óptica;0;0;0;0;0;0;0;0
optimism;optimisme;ottimismo;楽観;otimismo;оптимизм;optimismo;0;1;0;0;1;0;1;1
optimist;optimiste;ottimista;楽観主義者;otimista;оптимист;optimista;0;0;0;0;0;0;0;1
option;option;opzione;オプション;opção;вариант;opción;0;0;0;0;0;0;0;0
optional;optionnel;opzionale;オプション;opcional;необязательный;Opcional;0;0;0;0;0;0;0;0
optionally;facultativement;facoltativamente;任意に;opcionalmente;необязательно;opcionalmente;0;0;0;0;0;0;0;0
options;options;opzioni;オプション;opções;опции;opciones;0;0;0;0;0;0;0;0
optometrist;optométriste;optometrista;検眼専門医;optometrista;оптик;optometrista;0;0;0;0;0;0;0;0
opulence;opulence;opulenza;華やかさ;opulência;богатство;opulencia;0;0;0;0;0;0;0;0
opulent;opulent;opulento;富める;opulento;пышный;opulento;0;0;0;0;0;0;0;0
opus;opus;opus;オペラ;opus;опус;opus;0;0;0;0;0;0;0;0
oracle;oracle;oracolo;オラクル;oráculo;оракул;oráculo;0;1;0;0;0;0;0;1
oral;oral;orale;オーラル;oral;пероральный;oral;0;0;0;0;0;0;0;0
orange;Orange;arancia;オレンジ;laranja;оранжевый;naranja;0;0;0;0;0;0;0;0
oration;discours solennel;orazione;演説;oração;речь;oración;0;0;0;0;0;0;0;0
orator;orateur;oratore;オレーター;orador;оратор;orador;0;0;0;0;0;0;0;0
oratory;art oratoire;oratorio;雄弁;oratório;красноречие;oratorio;0;0;0;0;0;0;0;0
orb;orbe;globo;オーブ;esfera;шар;orbe;0;0;0;0;0;0;0;0
orbit;orbite;orbita;軌道;órbita;орбита;orbita;0;0;0;0;0;0;0;0
orbiting;en orbite;orbitante;周回する;órbita;орбитальный;orbital;0;0;0;0;0;0;0;0
orbs;orbes;sfere;オーブ;orbes;шары;orbes;0;0;0;0;0;0;0;0
orc;orc;orc;オーク;orc;орк;orco;1;0;1;1;0;0;0;0
orchard;verger;frutteto;オーチャード;Pomar;фруктовый сад;huerta;0;0;0;0;0;0;0;0
orchestra;orchestre;orchestra;オーケストラ;orquestra;оркестр;orquesta;1;0;0;0;1;1;0;1
ordained;ordonné;ordinato;任命された;ordenado;предопределенный;ordenado;0;0;0;0;0;0;0;1
ordeal;supplice;calvario;試練;provação;тяжелое испытание;ordalías;1;0;0;0;0;0;1;0
order;commande;ordine;注文;ordem;заказ;orden;0;0;0;0;0;0;0;0
orderly;ordonné;ordinato;秩序ある;ordenadamente;упорядоченный;ordenado;0;0;0;0;0;0;0;0
ordinance;ordonnance;decreto;条例;ordenança;постановление;ordenanza;0;0;0;0;0;0;0;1
ordinary;ordinaire;ordinario;普通の;comum;обычный;ordinario;0;0;0;0;0;0;0;0
ordination;ordination;ordinazione;奉仕;ordenação;рукоположение;ordenación;0;1;0;0;1;0;0;1
ordnance;l'artillerie;artiglieria;武器;artilharia;артиллерия;artillería;0;0;0;1;0;0;0;0
ore;minerai;minerale;鉱石;minério;руды;mineral;0;0;0;0;0;0;0;0
oregano;Origan;origano;オレガノ;orégano;орегано;orégano;0;0;0;0;0;0;0;0
organ;organe;organo;器官;órgão;орган;Organo;0;1;0;0;1;0;0;0
organic;biologique;biologico;オーガニック;orgânico;органический;orgánico;0;0;0;0;0;0;0;0
organism;organisme;organismo;生物;organismo;организм;organismo;0;0;0;0;0;0;0;0
organist;organiste;organista;オルガン奏者;organista;органист;organista;0;0;0;0;0;0;0;0
organization;organisation;organizzazione;組織;organização;организация;organización;0;1;0;0;1;0;1;1
organize;organiser;organizzare;整理する;organizar;организовать;organizar;0;0;0;0;0;0;0;0
organized;organisé;organizzato;組織された;organizado;организованная;organizado;0;0;0;0;0;0;0;0
orgasm;orgasme;orgasmo;オーガズム;orgasmo;оргазм;orgasmo;0;1;0;0;1;0;0;0
orgies;orgies;orge;オルガス;orgias;оргии;orgías;0;0;0;0;0;0;0;0
orient;Orient;Oriente;オリエント;orientar;восток;orientar;0;0;0;0;0;0;0;0
oriental;Oriental;orientale;オリエンタル;oriental;восточный;oriental;0;0;0;0;0;0;0;0
orientation;orientation;orientamento;オリエンテーション;orientação;ориентация;orientación;0;0;0;0;0;0;0;0
orifice;orifice;orifizio;オリフィス;orifício;отверстие;orificio;0;0;0;0;0;0;0;0
origin;origine;origine;原点;origem;происхождения;origen;0;0;0;0;0;0;0;0
originality;originalité;originalità;独創;originalidade;оригинальность;originalidad;0;0;0;0;0;0;1;0
originate;originer;provenire;起源;originar;происходить;originar;0;0;0;0;0;0;0;0
origination;création;origine;起源;originação;порождение;origen;0;0;0;0;0;0;0;0
originator;auteur;originatore;発信者;originador;автор;autor;0;0;0;0;0;0;0;0
ornament;ornement;ornamento;オーナメント;enfeite;орнамент;ornamento;0;0;0;0;0;0;0;0
ornamental;ornemental;ornamentale;装飾的な;ornamental;орнаментальный;ornamental;0;0;0;0;0;0;0;0
ornamentation;ornementation;decorazione;装飾;ornamentação;украшения;ornamentación;0;0;0;0;0;0;0;0
ornamented;orné;ornato;装飾された;ornamentado;украшенный;adornado;0;0;0;0;0;0;0;0
ornate;fleuri;ornato;華やかな;ornamentado;витиеватый;florido;0;0;0;0;0;0;0;0
orphan;orphelin;orfano;孤児;órfão;сирота;huérfano;0;0;0;1;0;1;0;0
orthodox;orthodoxe;ortodosso;正統;ortodoxo;ортодоксальный;ortodoxo;0;0;0;0;0;0;0;0
orthodoxy;orthodoxie;ortodossia;正統;ortodoxia;ортодоксальность;ortodoxia;0;0;0;0;0;0;0;1
orthogonal;orthogonal;ortogonale;直交;ortogonal;ортогональный;ortogonal;0;0;0;0;0;0;0;0
oscillate;osciller;oscillare;振動する;oscilar;качаться;oscilar;0;0;0;0;0;0;0;0
oscillating;oscillant;oscillante;振動する;oscilando;колеблющийся;oscilante;0;0;0;0;0;0;0;0
oscillation;oscillation;oscillazione;発振;oscilação;колебание;oscilación;0;0;0;0;0;0;0;0
oscillatory;oscillatoire;oscillatorio;振動的な;oscilatório;колебательный;oscilatorio;0;0;0;0;0;0;0;0
ostensible;ostensible;apparente;表面的な;ostensivo;мнимый;aparente;0;0;0;0;0;0;0;0
ostensibly;en apparence;apparentemente;表向き;ostensivamente;как будто бы;aparentemente;0;0;0;0;0;0;0;0
ostrich;autruche;struzzo;ダチョウ;avestruz;страус;avestruz;0;0;0;0;0;0;0;0
otto;otto;Otto;おとぎ;otto;эфирное масло;otón;0;0;0;0;0;0;0;0
ottoman;ottoman;ottomano;オットマン;otomano;тахта;otomano;0;0;0;0;0;0;0;0
ounce;once;oncia;オンス;onça;унция;onza;0;0;0;0;0;0;0;0
oust;évincer;cacciare;失う;expulsar;вытеснять;expulsar;1;0;0;0;0;1;0;0
outbreak;déclenchement;scoppio;発生;surto;вспышка;brote;0;0;0;0;0;0;0;0
outburst;explosion;sfogo;爆発;explosão;взрыв;explosión;1;0;0;1;1;1;1;0
outcast;banni;emarginato;流出した;exilado;отверженный;paria;0;0;1;1;0;1;0;0
outcome;résultat;risultato;結果;resultado;исход;Salir;0;0;0;0;0;0;0;0
outcry;tollé;protesta;抗議;clamor;выкрик;grito;1;0;0;1;0;0;1;0
outdo;surpasser;superare;アウトドア;superado;перещеголять;exceder;0;1;0;0;0;0;0;0
outdoor;de plein air;all'aperto;屋外;ao ar livre;на открытом воздухе;al aire libre;0;0;0;0;0;0;0;0
outfit;tenue;attrezzatura;服装;equipamento;снаряжение;equipar;0;0;0;0;0;0;0;0
outgrow;excroissance;diventare troppo grande per;伸びる;superar;перерастать;crecer más que;0;0;0;0;0;0;0;0
outgrowth;excroissance;escrescenza;芽生え;superação;отросток;excrecencia;0;0;0;0;0;0;0;0
outhouse;appentis;dipendenza;アウトハウス;dependência;флигель;anexo;0;0;1;0;0;0;0;0
outing;sortie;gita;外出;saída;выход;excursión;0;0;0;0;0;0;0;0
outlandish;bizarre;bizzarro;異邦人;estranho;диковинный;extravagante;0;0;0;0;0;0;0;0
outlast;survivre à;durare più a lungo di;より古く;Desabafo;пережить;sobrevivir;0;0;0;0;0;0;0;0
outlaw;hors la loi;fuorilegge;無法者;bandido;вне закона;proscrito;0;0;0;0;0;0;0;0
outlet;sortie;presa;出口;saída;выход;salida;0;0;0;0;0;0;0;0
outline;contour;contorno;アウトライン;esboço;контур;contorno;0;0;0;0;0;0;0;0
outlines;grandes lignes;lineamenti;アウトライン;contornos;контуры;esquemas;0;0;0;0;0;0;0;0
outlook;perspective;prospettiva;見通し;perspectiva;прогноз;panorama;0;0;0;0;0;0;0;0
outlying;périphérique;periferico;外出する;distante;отдаленный;periférico;0;0;0;0;0;0;0;0
outnumber;en nombre;superare in numero;アウトナンバー;supera em número;превосходить численно;superar numéricamente;0;0;0;0;0;0;0;0
outpost;avant-poste;avamposto;前哨;posto avançado;застава;avanzada;0;0;0;1;0;0;0;0
outpouring;épanchement;sfogo;流出;derramamento;излияние;efusión;0;0;0;0;0;0;0;0
output;sortie;produzione;出力;saída;вывод;salida;0;0;0;0;0;0;0;0
outrage;outrage;indignazione;怒り;ultraje;безобразие;atropello;1;0;1;0;0;0;0;0
outrageous;scandaleux;oltraggioso;恐ろしい;ultrajante, ultrajoso;возмутительный;indignante;0;0;0;0;0;0;1;0
outright;carrément;completamente;完全に;completamente;прямой;total;0;0;0;0;0;0;0;0
outrun;dépasser;superare nella corsa;流出;ultrapassar;опережать;correr más que;0;0;0;0;0;0;0;0
outset;début;inizio;最初;início;боковик;comienzo;0;0;0;0;0;0;0;0
outsider;outsider;fuori dagli schemi;アウトサイダー;estranho;аутсайдер;forastero;0;0;0;1;0;0;0;0
outskirts;faubourgs;sobborgi;郊外;arredores;окраина;afueras;0;0;0;0;0;0;0;0
outspoken;franc;schietto;率直な;franco;откровенный;abierto;0;0;0;0;0;0;0;0
outstanding;exceptionnel;eccezionale;傑出した;excepcional;выдающийся;excepcional;0;0;0;0;1;0;0;0
outstretched;tendu;disteso;伸ばした;estendido;протянутый;extendido;0;0;0;0;0;0;0;0
outward;vers l'extérieur;esteriore;外側に;para fora;наружу;exterior;0;0;0;0;0;0;0;0
outwards;en dehors;verso l'esterno;外側に;para fora;наружу;hacia fuera;0;0;0;0;0;0;0;0
outweigh;emporter sur;superare;より重要;superam;перевешивать;pesar más que;0;0;0;0;0;0;0;0
oval;ovale;ovale;卵形;oval;овальный;oval;0;0;0;0;0;0;0;0
ovary;ovaire;ovaia;卵巣;ovário;яичник;ovario;0;0;0;0;0;0;0;0
ovate;ovate;ovate;卵巣;ovado;овальный;aovado;0;0;0;0;0;0;0;0
ovation;ovation;ovazione;オベーション;ovação;овация;ovación;0;0;0;0;0;1;0;0
oven;four;forno;オーブン;forno;духовой шкаф;horno;0;0;0;0;0;0;0;0
overalls;salopette;tuta da lavoro;オーバーオール;macacões;комбинезон;mono;0;0;0;0;0;0;0;0
overbearing;autoritaire;prepotente;圧倒;arrogante;властный;despótico;1;0;0;0;0;0;0;0
overburden;surcharger;sovraccaricare;過剰な;sobrecarregar;перегружать;sobrecargar;0;0;0;0;0;0;0;0
overcast;couvert;nuvoloso;曇った;nublado;пасмурная погода;nublado;0;0;0;0;0;0;0;0
overcharged;surchargé;sovraccarico;過充電;sobrecarregado;перегруженный;sobrecargado;0;0;0;0;0;0;0;0
overcoat;pardessus;cappotto;オーバーコート;sobretudo;пальто;sobretodo;0;0;0;0;0;0;0;0
overdo;exagérer;esagerare;過ぎる;exagerar;переусердствовать;exagerar;0;0;0;0;0;0;0;0
overdose;surdosage;overdose;過量;overdose;передозировка;sobredosis;0;0;0;0;0;0;0;0
overdue;en retard;in ritardo;延滞;em atraso;просроченный;atrasado;0;1;0;0;0;1;1;0
overestimate;surestimer;sopravvalutare;過大評価する;superestimar;переоценивать;sobreestimar;0;0;0;0;0;0;1;0
overestimated;surestimé;sopravvalutato;過大評価された;superestimado;завышенный;sobreestimado;0;0;0;0;0;0;0;0
overflow;débordement;straripamento;オーバーフロー;transbordar;переполнение;rebosar;0;0;0;0;0;0;0;0
overflowing;débordé;traboccante;溢れる;transbordante;переполненный;desbordante;0;0;0;0;0;0;0;0
overgrown;envahi;coperto di vegetazione;成長し過ぎた;coberto de vegetação;заросший;descuidado;0;0;0;0;0;0;0;0
overgrowth;surcroissance;crescita eccessiva;過成長;crescimento excessivo;разрастание;crecimiento excesivo;0;0;0;0;0;0;0;0
overhanging;surplombant;strapiombo;オーバーハング;sobrepondo;нависающий;sobresaliente;0;0;0;0;0;0;0;0
overhaul;révision;revisione;オーバーホール;revisão;капитальный ремонт;revisión;0;0;0;0;0;0;0;0
overhead;aérien;alto;オーバーヘッド;a sobrecarga;накладные расходы;gastos generales;0;0;0;0;0;0;0;0
